Bucket,Dates,Values,Signal,Count,Local Extrema,Sell\Buy,Sell Local Min Count,Sell Local Max Count,Buy Local Min Count,Buy Local Max Count
373,"[Timestamp('2023-10-06 21:00:00'), Timestamp('2023-10-06 22:00:00'), Timestamp('2023-10-06 23:00:00'), Timestamp('2023-10-07 00:00:00'), Timestamp('2023-10-07 01:00:00'), Timestamp('2023-10-07 02:00:00'), Timestamp('2023-10-07 03:00:00'), Timestamp('2023-10-07 04:00:00'), Timestamp('2023-10-07 05:00:00'), Timestamp('2023-10-07 06:00:00'), Timestamp('2023-10-07 07:00:00'), Timestamp('2023-10-07 08:00:00'), Timestamp('2023-10-07 09:00:00'), Timestamp('2023-10-07 10:00:00'), Timestamp('2023-10-07 11:00:00')]","[0.00012, 0.000961, 0.001544, 0.006206, 0.006411, 0.006731, 0.006978, 0.008616, 0.008534, 0.008262, 0.00815, 0.006016, 0.00651, 0.005734, 0.005503]","['WS', 'WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS']",15,['local_max'],Sell,0,1,0,0
374,"[Timestamp('2023-10-07 12:00:00'), Timestamp('2023-10-07 13:00:00'), Timestamp('2023-10-07 14:00:00'), Timestamp('2023-10-07 15:00:00'), Timestamp('2023-10-07 16:00:00'), Timestamp('2023-10-07 17:00:00'), Timestamp('2023-10-07 18:00:00'), Timestamp('2023-10-07 19:00:00'), Timestamp('2023-10-07 20:00:00'), Timestamp('2023-10-07 21:00:00'), Timestamp('2023-10-07 22:00:00'), Timestamp('2023-10-07 23:00:00'), Timestamp('2023-10-08 00:00:00'), Timestamp('2023-10-08 01:00:00'), Timestamp('2023-10-08 02:00:00'), Timestamp('2023-10-08 03:00:00'), Timestamp('2023-10-08 04:00:00'), Timestamp('2023-10-08 05:00:00'), Timestamp('2023-10-08 06:00:00')]","[0.001534, 0.001168, 0.000935, 0.000596, -0.000746, -0.002447, -0.002431, -0.001955, -0.001644, -0.001288, -0.001199, -0.001158, -0.002188, -0.002853, -0.003217, -0.003069, -0.000917, -0.000322, 0.000117]","['WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB']",19,"['local_min', 'local_max']",Buy,0,0,1,1
375,"[Timestamp('2023-10-08 07:00:00'), Timestamp('2023-10-08 08:00:00'), Timestamp('2023-10-08 09:00:00'), Timestamp('2023-10-08 10:00:00'), Timestamp('2023-10-08 11:00:00'), Timestamp('2023-10-08 12:00:00'), Timestamp('2023-10-08 13:00:00'), Timestamp('2023-10-08 14:00:00'), Timestamp('2023-10-08 15:00:00'), Timestamp('2023-10-08 16:00:00'), Timestamp('2023-10-08 17:00:00'), Timestamp('2023-10-08 18:00:00'), Timestamp('2023-10-08 19:00:00'), Timestamp('2023-10-08 20:00:00'), Timestamp('2023-10-08 21:00:00'), Timestamp('2023-10-08 22:00:00'), Timestamp('2023-10-08 23:00:00'), Timestamp('2023-10-09 00:00:00'), Timestamp('2023-10-09 01:00:00'), Timestamp('2023-10-09 02:00:00'), Timestamp('2023-10-09 03:00:00'), Timestamp('2023-10-09 04:00:00'), Timestamp('2023-10-09 05:00:00'), Timestamp('2023-10-09 06:00:00'), Timestamp('2023-10-09 07:00:00'), Timestamp('2023-10-09 08:00:00')]","[0.000769, 0.004294, 0.004543, 0.004616, 0.004726, 0.002664, 0.002694, 0.002716, 0.002613, 0.001888, 0.001958, 0.00186, 0.001944, 0.003928, 0.003845, 0.003767, 0.003616, 0.002618, 0.002453, 0.00264, 0.00294, 0.004211, 0.004413, 0.004675, 0.00494, 0.004646]","['WS', 'MS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'SS', 'MS']",26,"['local_min', 'local_max']",Sell,1,1,0,0
376,"[Timestamp('2023-10-09 09:00:00'), Timestamp('2023-10-09 10:00:00'), Timestamp('2023-10-09 11:00:00'), Timestamp('2023-10-09 12:00:00'), Timestamp('2023-10-09 13:00:00')]","[0.001785, 0.002028, 0.002347, 0.001689, 0.002889]","['MB', 'MB', 'WB', 'MB', 'WB']",5,[],Buy,0,0,0,0
377,"[Timestamp('2023-10-09 14:00:00'), Timestamp('2023-10-09 15:00:00')]","[0.003841, 0.004033]","['MS', 'MS']",2,[],Sell,0,0,0,0
378,"[Timestamp('2023-10-09 16:00:00'), Timestamp('2023-10-09 17:00:00'), Timestamp('2023-10-09 18:00:00'), Timestamp('2023-10-09 19:00:00'), Timestamp('2023-10-09 20:00:00'), Timestamp('2023-10-09 21:00:00'), Timestamp('2023-10-09 22:00:00'), Timestamp('2023-10-09 23:00:00')]","[0.00163, 0.001689, 0.001676, 0.001591, 0.002707, 0.002764, 0.002824, 0.002856]","['MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",8,['local_min'],Buy,0,0,1,0
379,"[Timestamp('2023-10-10 00:00:00'), Timestamp('2023-10-10 01:00:00'), Timestamp('2023-10-10 02:00:00'), Timestamp('2023-10-10 03:00:00'), Timestamp('2023-10-10 04:00:00'), Timestamp('2023-10-10 05:00:00'), Timestamp('2023-10-10 06:00:00'), Timestamp('2023-10-10 07:00:00'), Timestamp('2023-10-10 08:00:00'), Timestamp('2023-10-10 09:00:00'), Timestamp('2023-10-10 10:00:00'), Timestamp('2023-10-10 11:00:00'), Timestamp('2023-10-10 12:00:00'), Timestamp('2023-10-10 13:00:00'), Timestamp('2023-10-10 14:00:00'), Timestamp('2023-10-10 15:00:00')]","[0.0051, 0.004983, 0.004813, 0.004743, 0.005539, 0.005333, 0.005394, 0.005384, 0.005577, 0.005763, 0.005952, 0.005927, 0.005915, 0.005913, 0.006071, 0.006099]","['SS', 'SS', 'MS', 'MS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS', 'MS']",16,['local_max'],Sell,0,1,0,0
380,[Timestamp('2023-10-10 16:00:00')],[0.002467],['MB'],1,[],Buy,0,0,0,0
381,"[Timestamp('2023-10-10 17:00:00'), Timestamp('2023-10-10 18:00:00'), Timestamp('2023-10-10 19:00:00')]","[0.004664, 0.004955, 0.004972]","['WS', 'WS', 'WS']",3,[],Sell,0,0,0,0
382,"[Timestamp('2023-10-10 20:00:00'), Timestamp('2023-10-10 21:00:00'), Timestamp('2023-10-10 22:00:00'), Timestamp('2023-10-10 23:00:00'), Timestamp('2023-10-11 00:00:00'), Timestamp('2023-10-11 01:00:00'), Timestamp('2023-10-11 02:00:00'), Timestamp('2023-10-11 03:00:00'), Timestamp('2023-10-11 04:00:00'), Timestamp('2023-10-11 05:00:00'), Timestamp('2023-10-11 06:00:00'), Timestamp('2023-10-11 07:00:00'), Timestamp('2023-10-11 08:00:00'), Timestamp('2023-10-11 09:00:00'), Timestamp('2023-10-11 10:00:00'), Timestamp('2023-10-11 11:00:00')]","[0.003781, 0.003898, 0.003853, 0.003841, 0.0035, 0.003591, 0.003507, 0.002979, 0.000305, 4e-06, -0.0001, 0.000137, 0.002132, 0.002333, 0.002532, 0.002653]","['MB', 'MB', 'MB', 'MB', 'SB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'WB', 'WB', 'WB']",16,"['local_min', 'local_max']",Buy,0,0,1,1
383,"[Timestamp('2023-10-11 12:00:00'), Timestamp('2023-10-11 13:00:00'), Timestamp('2023-10-11 14:00:00'), Timestamp('2023-10-11 15:00:00'), Timestamp('2023-10-11 16:00:00'), Timestamp('2023-10-11 17:00:00'), Timestamp('2023-10-11 18:00:00'), Timestamp('2023-10-11 19:00:00'), Timestamp('2023-10-11 20:00:00'), Timestamp('2023-10-11 21:00:00'), Timestamp('2023-10-11 22:00:00'), Timestamp('2023-10-11 23:00:00'), Timestamp('2023-10-12 00:00:00'), Timestamp('2023-10-12 01:00:00'), Timestamp('2023-10-12 02:00:00'), Timestamp('2023-10-12 03:00:00'), Timestamp('2023-10-12 04:00:00'), Timestamp('2023-10-12 05:00:00'), Timestamp('2023-10-12 06:00:00'), Timestamp('2023-10-12 07:00:00')]","[0.00406, 0.003827, 0.003896, 0.004449, 0.007462, 0.008547, 0.008559, 0.008689, 0.010486, 0.010349, 0.010168, 0.009941, 0.011968, 0.011682, 0.011511, 0.011219, 0.01089, 0.010406, 0.010129, 0.009692]","['WS', 'WS', 'WS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'WS']",20,"['local_min', 'local_max']",Sell,1,1,0,0
384,"[Timestamp('2023-10-12 08:00:00'), Timestamp('2023-10-12 09:00:00'), Timestamp('2023-10-12 10:00:00'), Timestamp('2023-10-12 11:00:00'), Timestamp('2023-10-12 12:00:00'), Timestamp('2023-10-12 13:00:00'), Timestamp('2023-10-12 14:00:00'), Timestamp('2023-10-12 15:00:00'), Timestamp('2023-10-12 16:00:00'), Timestamp('2023-10-12 17:00:00'), Timestamp('2023-10-12 18:00:00'), Timestamp('2023-10-12 19:00:00')]","[0.005327, 0.005709, 0.006072, 0.006273, 0.006289, 0.006482, 0.00633, 0.006328, 0.008363, 0.008368, 0.008641, 0.008695]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",12,['local_min'],Buy,0,0,1,0
385,"[Timestamp('2023-10-12 20:00:00'), Timestamp('2023-10-12 21:00:00'), Timestamp('2023-10-12 22:00:00')]","[0.008979, 0.008773, 0.008663]","['WS', 'WS', 'WS']",3,[],Sell,0,0,0,0
386,"[Timestamp('2023-10-12 23:00:00'), Timestamp('2023-10-13 00:00:00'), Timestamp('2023-10-13 01:00:00'), Timestamp('2023-10-13 02:00:00'), Timestamp('2023-10-13 03:00:00')]","[0.00826, 0.006892, 0.006677, 0.006819, 0.007328]","['WB', 'MB', 'MB', 'WB', 'WB']",5,[],Buy,0,0,0,0
387,"[Timestamp('2023-10-13 04:00:00'), Timestamp('2023-10-13 05:00:00'), Timestamp('2023-10-13 06:00:00'), Timestamp('2023-10-13 07:00:00'), Timestamp('2023-10-13 08:00:00'), Timestamp('2023-10-13 09:00:00'), Timestamp('2023-10-13 10:00:00'), Timestamp('2023-10-13 11:00:00'), Timestamp('2023-10-13 12:00:00'), Timestamp('2023-10-13 13:00:00'), Timestamp('2023-10-13 14:00:00'), Timestamp('2023-10-13 15:00:00'), Timestamp('2023-10-13 16:00:00'), Timestamp('2023-10-13 17:00:00'), Timestamp('2023-10-13 18:00:00'), Timestamp('2023-10-13 19:00:00')]","[0.007871, 0.008275, 0.008516, 0.008908, 0.009943, 0.010049, 0.009992, 0.009999, 0.009913, 0.009557, 0.009071, 0.009037, 0.009277, 0.009549, 0.009612, 0.009441]","['WS', 'WS', 'MS', 'MS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'MS', 'MS', 'WS']",16,"['local_max', 'local_min']",Sell,1,1,0,0
388,[Timestamp('2023-10-13 20:00:00')],[0.008584],['WB'],1,[],Buy,0,0,0,0
389,[Timestamp('2023-10-13 21:00:00')],[0.008838],['WS'],1,['local_max'],Sell,0,1,0,0
390,"[Timestamp('2023-10-13 22:00:00'), Timestamp('2023-10-13 23:00:00'), Timestamp('2023-10-14 00:00:00'), Timestamp('2023-10-14 01:00:00'), Timestamp('2023-10-14 02:00:00'), Timestamp('2023-10-14 03:00:00'), Timestamp('2023-10-14 04:00:00'), Timestamp('2023-10-14 05:00:00'), Timestamp('2023-10-14 06:00:00'), Timestamp('2023-10-14 07:00:00')]","[0.008618, 0.007776, 0.007737, 0.007374, 0.007119, 0.006842, 0.006735, 0.006564, 0.007057, 0.007803]","['WB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'WB']",10,[],Buy,0,0,0,0
391,"[Timestamp('2023-10-14 08:00:00'), Timestamp('2023-10-14 09:00:00'), Timestamp('2023-10-14 10:00:00'), Timestamp('2023-10-14 11:00:00'), Timestamp('2023-10-14 12:00:00'), Timestamp('2023-10-14 13:00:00'), Timestamp('2023-10-14 14:00:00'), Timestamp('2023-10-14 15:00:00')]","[0.011263, 0.011481, 0.011675, 0.011727, 0.011505, 0.011263, 0.010953, 0.010671]","['SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS']",8,[],Sell,0,0,0,0
392,"[Timestamp('2023-10-14 16:00:00'), Timestamp('2023-10-14 17:00:00'), Timestamp('2023-10-14 18:00:00'), Timestamp('2023-10-14 19:00:00'), Timestamp('2023-10-14 20:00:00'), Timestamp('2023-10-14 21:00:00'), Timestamp('2023-10-14 22:00:00'), Timestamp('2023-10-14 23:00:00'), Timestamp('2023-10-15 00:00:00'), Timestamp('2023-10-15 01:00:00'), Timestamp('2023-10-15 02:00:00'), Timestamp('2023-10-15 03:00:00'), Timestamp('2023-10-15 04:00:00'), Timestamp('2023-10-15 05:00:00'), Timestamp('2023-10-15 06:00:00'), Timestamp('2023-10-15 07:00:00'), Timestamp('2023-10-15 08:00:00'), Timestamp('2023-10-15 09:00:00')]","[0.005589, 0.00519, 0.006003, 0.006121, 0.004834, 0.004651, 0.004654, 0.004769, 0.002982, 0.003966, 0.003935, 0.003657, 0.003012, 0.003395, 0.003591, 0.003879, 0.005899, 0.006139]","['SB', 'SB', 'MB', 'MB', 'SB', 'MB', 'MB', 'MB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB']",18,['local_min'],Buy,0,0,1,0
393,"[Timestamp('2023-10-15 10:00:00'), Timestamp('2023-10-15 11:00:00'), Timestamp('2023-10-15 12:00:00'), Timestamp('2023-10-15 13:00:00'), Timestamp('2023-10-15 14:00:00'), Timestamp('2023-10-15 15:00:00')]","[0.006092, 0.005994, 0.007296, 0.007242, 0.007219, 0.007038]","['WS', 'WS', 'MS', 'MS', 'MS', 'MS']",6,[],Sell,0,0,0,0
394,[Timestamp('2023-10-15 16:00:00')],[0.004472],['WB'],1,[],Buy,0,0,0,0
395,[Timestamp('2023-10-15 17:00:00')],[0.005159],['WS'],1,[],Sell,0,0,0,0
396,[Timestamp('2023-10-15 18:00:00')],[0.004998],['WB'],1,[],Buy,0,0,0,0
397,"[Timestamp('2023-10-15 19:00:00'), Timestamp('2023-10-15 20:00:00'), Timestamp('2023-10-15 21:00:00'), Timestamp('2023-10-15 22:00:00'), Timestamp('2023-10-15 23:00:00')]","[0.005392, 0.006604, 0.006781, 0.006586, 0.005839]","['WS', 'MS', 'MS', 'MS', 'WS']",5,[],Sell,0,0,0,0
398,"[Timestamp('2023-10-16 00:00:00'), Timestamp('2023-10-16 01:00:00'), Timestamp('2023-10-16 02:00:00'), Timestamp('2023-10-16 03:00:00'), Timestamp('2023-10-16 04:00:00'), Timestamp('2023-10-16 05:00:00'), Timestamp('2023-10-16 06:00:00'), Timestamp('2023-10-16 07:00:00'), Timestamp('2023-10-16 08:00:00'), Timestamp('2023-10-16 09:00:00'), Timestamp('2023-10-16 10:00:00'), Timestamp('2023-10-16 11:00:00'), Timestamp('2023-10-16 12:00:00')]","[0.004582, 0.005188, 0.004829, 0.004369, 0.001843, 0.002339, 0.00329, 0.003524, 0.002086, 0.003426, 0.004163, 0.004137, 0.004716]","['WB', 'WB', 'WB', 'MB', 'SB', 'SB', 'MB', 'MB', 'SB', 'MB', 'WB', 'WB', 'WB']",13,"['local_max', 'local_min']",Buy,0,0,1,1
399,"[Timestamp('2023-10-16 13:00:00'), Timestamp('2023-10-16 14:00:00'), Timestamp('2023-10-16 15:00:00'), Timestamp('2023-10-16 16:00:00'), Timestamp('2023-10-16 17:00:00'), Timestamp('2023-10-16 18:00:00'), Timestamp('2023-10-16 19:00:00'), Timestamp('2023-10-16 20:00:00'), Timestamp('2023-10-16 21:00:00'), Timestamp('2023-10-16 22:00:00'), Timestamp('2023-10-16 23:00:00')]","[0.005491, 0.007034, 0.007453, 0.0096, 0.009364, 0.009024, 0.008827, 0.010792, 0.010319, 0.009522, 0.009312]","['WS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'SS', 'SS', 'MS', 'MS']",11,['local_max'],Sell,0,1,0,0
400,"[Timestamp('2023-10-17 00:00:00'), Timestamp('2023-10-17 01:00:00'), Timestamp('2023-10-17 02:00:00'), Timestamp('2023-10-17 03:00:00'), Timestamp('2023-10-17 04:00:00'), Timestamp('2023-10-17 05:00:00'), Timestamp('2023-10-17 06:00:00'), Timestamp('2023-10-17 07:00:00'), Timestamp('2023-10-17 08:00:00'), Timestamp('2023-10-17 09:00:00'), Timestamp('2023-10-17 10:00:00'), Timestamp('2023-10-17 11:00:00'), Timestamp('2023-10-17 12:00:00'), Timestamp('2023-10-17 13:00:00'), Timestamp('2023-10-17 14:00:00'), Timestamp('2023-10-17 15:00:00'), Timestamp('2023-10-17 16:00:00'), Timestamp('2023-10-17 17:00:00'), Timestamp('2023-10-17 18:00:00'), Timestamp('2023-10-17 19:00:00'), Timestamp('2023-10-17 20:00:00'), Timestamp('2023-10-17 21:00:00'), Timestamp('2023-10-17 22:00:00'), Timestamp('2023-10-17 23:00:00'), Timestamp('2023-10-18 00:00:00'), Timestamp('2023-10-18 01:00:00'), Timestamp('2023-10-18 02:00:00'), Timestamp('2023-10-18 03:00:00'), Timestamp('2023-10-18 04:00:00'), Timestamp('2023-10-18 05:00:00'), Timestamp('2023-10-18 06:00:00'), Timestamp('2023-10-18 07:00:00'), Timestamp('2023-10-18 08:00:00'), Timestamp('2023-10-18 09:00:00'), Timestamp('2023-10-18 10:00:00')]","[0.003457, 0.003384, 0.003467, 0.003553, 0.002284, 0.002337, 0.002379, 0.002115, 0.004448, 0.004419, 0.004387, 0.004482, 0.003384, 0.00321, 0.00297, 0.002662, 0.000125, -0.000467, -0.000395, -0.000569, -0.001109, -0.001039, -0.000962, -0.000737, -0.000323, -0.000194, -0.000166, -0.00035, 0.000457, 0.000776, 0.000997, 0.000998, 0.000756, 0.00071, 0.000562]","['MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB']",35,"['local_min', 'local_max', 'local_min', 'local_max', 'local_min', 'local_max', 'local_min', 'local_max']",Buy,0,0,4,4
401,"[Timestamp('2023-10-18 11:00:00'), Timestamp('2023-10-18 12:00:00'), Timestamp('2023-10-18 13:00:00'), Timestamp('2023-10-18 14:00:00'), Timestamp('2023-10-18 15:00:00')]","[0.000496, 0.000738, 0.000798, 0.001167, 0.001549]","['WS', 'WS', 'WS', 'MS', 'SS']",5,['local_min'],Sell,1,0,0,0
402,"[Timestamp('2023-10-18 16:00:00'), Timestamp('2023-10-18 17:00:00'), Timestamp('2023-10-18 18:00:00'), Timestamp('2023-10-18 19:00:00'), Timestamp('2023-10-18 20:00:00'), Timestamp('2023-10-18 21:00:00'), Timestamp('2023-10-18 22:00:00'), Timestamp('2023-10-18 23:00:00'), Timestamp('2023-10-19 00:00:00'), Timestamp('2023-10-19 01:00:00'), Timestamp('2023-10-19 02:00:00'), Timestamp('2023-10-19 03:00:00'), Timestamp('2023-10-19 04:00:00'), Timestamp('2023-10-19 05:00:00'), Timestamp('2023-10-19 06:00:00'), Timestamp('2023-10-19 07:00:00'), Timestamp('2023-10-19 08:00:00'), Timestamp('2023-10-19 09:00:00'), Timestamp('2023-10-19 10:00:00'), Timestamp('2023-10-19 11:00:00')]","[-0.000583, -0.000669, -0.000861, -0.001012, -0.001743, -0.002678, -0.003158, -0.003619, -0.005484, -0.006003, -0.006246, -0.005986, -0.006531, -0.006195, -0.006066, -0.006008, -0.002845, -0.003507, -0.002942, -0.003048]","['MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'WB', 'WB', 'WB', 'WB']",20,"['local_max', 'local_min']",Buy,0,0,1,1
403,[Timestamp('2023-10-19 12:00:00')],[-0.002997],['WS'],1,[],Sell,0,0,0,0
404,"[Timestamp('2023-10-19 13:00:00'), Timestamp('2023-10-19 14:00:00'), Timestamp('2023-10-19 15:00:00'), Timestamp('2023-10-19 16:00:00'), Timestamp('2023-10-19 17:00:00'), Timestamp('2023-10-19 18:00:00'), Timestamp('2023-10-19 19:00:00'), Timestamp('2023-10-19 20:00:00'), Timestamp('2023-10-19 21:00:00'), Timestamp('2023-10-19 22:00:00'), Timestamp('2023-10-19 23:00:00'), Timestamp('2023-10-20 00:00:00'), Timestamp('2023-10-20 01:00:00')]","[-0.003735, -0.004164, -0.004314, -0.011977, -0.0113, -0.010777, -0.010108, -0.009224, -0.009464, -0.009314, -0.009277, -0.007769, -0.007651]","['WB', 'WB', 'WB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'MB', 'MB', 'WB', 'WB']",13,"['local_max', 'local_min']",Buy,0,0,1,1
405,"[Timestamp('2023-10-20 02:00:00'), Timestamp('2023-10-20 03:00:00'), Timestamp('2023-10-20 04:00:00'), Timestamp('2023-10-20 05:00:00'), Timestamp('2023-10-20 06:00:00'), Timestamp('2023-10-20 07:00:00'), Timestamp('2023-10-20 08:00:00'), Timestamp('2023-10-20 09:00:00'), Timestamp('2023-10-20 10:00:00'), Timestamp('2023-10-20 11:00:00'), Timestamp('2023-10-20 12:00:00'), Timestamp('2023-10-20 13:00:00'), Timestamp('2023-10-20 14:00:00'), Timestamp('2023-10-20 15:00:00'), Timestamp('2023-10-20 16:00:00'), Timestamp('2023-10-20 17:00:00'), Timestamp('2023-10-20 18:00:00'), Timestamp('2023-10-20 19:00:00'), Timestamp('2023-10-20 20:00:00'), Timestamp('2023-10-20 21:00:00'), Timestamp('2023-10-20 22:00:00'), Timestamp('2023-10-20 23:00:00'), Timestamp('2023-10-21 00:00:00'), Timestamp('2023-10-21 01:00:00'), Timestamp('2023-10-21 02:00:00'), Timestamp('2023-10-21 03:00:00'), Timestamp('2023-10-21 04:00:00')]","[-0.006345, -0.005344, -0.005197, -0.005184, -0.005463, -0.005597, -0.002931, -0.003389, -0.002809, -0.001517, 0.000169, 0.000428, 0.00078, 0.000942, 0.007332, 0.007474, 0.007428, 0.007126, 0.007584, 0.006783, 0.006098, 0.005877, 0.002095, 0.002609, 0.002947, 0.003415, 0.00246]","['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'WS', 'WS', 'WS', 'WS', 'WS']",27,"['local_max', 'local_min', 'local_max', 'local_min']",Sell,2,2,0,0
406,"[Timestamp('2023-10-21 05:00:00'), Timestamp('2023-10-21 06:00:00'), Timestamp('2023-10-21 07:00:00'), Timestamp('2023-10-21 08:00:00'), Timestamp('2023-10-21 09:00:00'), Timestamp('2023-10-21 10:00:00'), Timestamp('2023-10-21 11:00:00'), Timestamp('2023-10-21 12:00:00'), Timestamp('2023-10-21 13:00:00'), Timestamp('2023-10-21 14:00:00'), Timestamp('2023-10-21 15:00:00'), Timestamp('2023-10-21 16:00:00'), Timestamp('2023-10-21 17:00:00'), Timestamp('2023-10-21 18:00:00'), Timestamp('2023-10-21 19:00:00')]","[0.002076, 0.001898, 0.001735, 0.00251, 0.002286, 0.002292, 0.002169, -4.1e-05, -0.000106, 0.000239, 0.000499, -0.002258, -0.002763, -0.001383, -0.000339]","['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'MB', 'MB', 'MB', 'MB', 'SB', 'SB', 'MB', 'MB']",15,['local_max'],Buy,0,0,0,1
407,"[Timestamp('2023-10-21 20:00:00'), Timestamp('2023-10-21 21:00:00'), Timestamp('2023-10-21 22:00:00'), Timestamp('2023-10-21 23:00:00'), Timestamp('2023-10-22 00:00:00'), Timestamp('2023-10-22 01:00:00'), Timestamp('2023-10-22 02:00:00'), Timestamp('2023-10-22 03:00:00'), Timestamp('2023-10-22 04:00:00'), Timestamp('2023-10-22 05:00:00'), Timestamp('2023-10-22 06:00:00'), Timestamp('2023-10-22 07:00:00'), Timestamp('2023-10-22 08:00:00'), Timestamp('2023-10-22 09:00:00'), Timestamp('2023-10-22 10:00:00'), Timestamp('2023-10-22 11:00:00'), Timestamp('2023-10-22 12:00:00'), Timestamp('2023-10-22 13:00:00'), Timestamp('2023-10-22 14:00:00'), Timestamp('2023-10-22 15:00:00'), Timestamp('2023-10-22 16:00:00'), Timestamp('2023-10-22 17:00:00'), Timestamp('2023-10-22 18:00:00'), Timestamp('2023-10-22 19:00:00'), Timestamp('2023-10-22 20:00:00'), Timestamp('2023-10-22 21:00:00'), Timestamp('2023-10-22 22:00:00'), Timestamp('2023-10-22 23:00:00'), Timestamp('2023-10-23 00:00:00'), Timestamp('2023-10-23 01:00:00'), Timestamp('2023-10-23 02:00:00'), Timestamp('2023-10-23 03:00:00'), Timestamp('2023-10-23 04:00:00'), Timestamp('2023-10-23 05:00:00'), Timestamp('2023-10-23 06:00:00'), Timestamp('2023-10-23 07:00:00'), Timestamp('2023-10-23 08:00:00'), Timestamp('2023-10-23 09:00:00'), Timestamp('2023-10-23 10:00:00'), Timestamp('2023-10-23 11:00:00')]","[0.002486, 0.002604, 0.002789, 0.002982, 0.002904, 0.003536, 0.003199, 0.003466, 0.005357, 0.005679, 0.005731, 0.005553, 0.006363, 0.007172, 0.007438, 0.007474, 0.007526, 0.007578, 0.007505, 0.007666, 0.009431, 0.009534, 0.009632, 0.009966, 0.00947, 0.009589, 0.009918, 0.010098, 0.01109, 0.011682, 0.01261, 0.013465, 0.015183, 0.016089, 0.016705, 0.016781, 0.016969, 0.015894, 0.014475, 0.012893]","['WS', 'WS', 'WS', 'MS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'MS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'MS', 'MS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'SS', 'MS', 'MS', 'WS']",40,"['local_min', 'local_max', 'local_min', 'local_max', 'local_min', 'local_max', 'local_min']",Sell,4,3,0,0
408,"[Timestamp('2023-10-23 12:00:00'), Timestamp('2023-10-23 13:00:00'), Timestamp('2023-10-23 14:00:00'), Timestamp('2023-10-23 15:00:00'), Timestamp('2023-10-23 16:00:00'), Timestamp('2023-10-23 17:00:00'), Timestamp('2023-10-23 18:00:00'), Timestamp('2023-10-23 19:00:00'), Timestamp('2023-10-23 20:00:00'), Timestamp('2023-10-23 21:00:00'), Timestamp('2023-10-23 22:00:00'), Timestamp('2023-10-23 23:00:00')]","[0.011258, 0.009312, 0.007778, 0.006576, -0.006173, -0.005617, -0.005243, -0.004163, -0.003166, -0.00222, -0.001129, 0.002133]","['WB', 'MB', 'MB', 'SB', 'SB', 'SB', 'SB', 'SB', 'SB', 'MB', 'MB', 'WB']",12,"['local_max', 'local_min', 'local_max', 'local_min']",Buy,0,0,2,2
